[seq_id=1] agent_inference: LNA=1, Filter=0, Mixer=-1.589dBm, IFAmp=4.501dB, EVM=99.978%, Status=0
[seq_id=166] agent_inference: LNA=1, Filter=0, Mixer=5.374dBm, IFAmp=5.371dB, EVM=87.657%, Status=0
[seq_id=167] agent_inference: LNA=1, Filter=0, Mixer=5.685dBm, IFAmp=6.193dB, EVM=90.288%, Status=0
[seq_id=168] agent_inference: LNA=1, Filter=0, Mixer=5.710dBm, IFAmp=7.238dB, EVM=92.202%, Status=0
[seq_id=169] agent_inference: LNA=1, Filter=0, Mixer=3.936dBm, IFAmp=11.274dB, EVM=95.698%, Status=0
[seq_id=170] agent_inference: LNA=1, Filter=0, Mixer=0.382dBm, IFAmp=16.440dB, EVM=97.618%, Status=0
[seq_id=171] agent_inference: LNA=1, Filter=0, Mixer=-0.839dBm, IFAmp=18.559dB, EVM=98.054%, Status=0
[seq_id=172] agent_inference: LNA=1, Filter=0, Mixer=-2.390dBm, IFAmp=22.158dB, EVM=98.913%, Status=0
[seq_id=173] agent_inference: LNA=1, Filter=0, Mixer=-2.540dBm, IFAmp=23.008dB, EVM=99.128%, Status=0
[seq_id=174] agent_inference: LNA=0, Filter=0, Mixer=-2.569dBm, IFAmp=23.742dB, EVM=99.403%, Status=0
[seq_id=175] agent_inference: LNA=0, Filter=0, Mixer=-2.425dBm, IFAmp=24.329dB, EVM=99.515%, Status=0
[seq_id=176] agent_inference: LNA=0, Filter=0, Mixer=-2.179dBm, IFAmp=24.905dB, EVM=99.650%, Status=0
[seq_id=177] agent_inference: LNA=0, Filter=0, Mixer=-1.963dBm, IFAmp=25.076dB, EVM=99.692%, Status=0
[seq_id=178] agent_inference: LNA=0, Filter=0, Mixer=-1.637dBm, IFAmp=25.671dB, EVM=99.756%, Status=0
[seq_id=179] agent_inference: LNA=0, Filter=0, Mixer=-1.623dBm, IFAmp=25.687dB, EVM=99.757%, Status=0
[seq_id=180] agent_inference: LNA=0, Filter=0, Mixer=-1.641dBm, IFAmp=25.672dB, EVM=99.757%, Status=0
[seq_id=181] agent_inference: LNA=0, Filter=0, Mixer=-1.647dBm, IFAmp=25.663dB, EVM=99.754%, Status=0
[seq_id=182] agent_inference: LNA=0, Filter=0, Mixer=-1.634dBm, IFAmp=25.672dB, EVM=99.756%, Status=0
[seq_id=183] agent_inference: LNA=0, Filter=0, Mixer=-1.647dBm, IFAmp=25.654dB, EVM=99.759%, Status=0
[seq_id=184] agent_inference: LNA=0, Filter=0, Mixer=-1.630dBm, IFAmp=25.682dB, EVM=99.756%, Status=0
[seq_id=185] agent_inference: LNA=0, Filter=0, Mixer=-1.630dBm, IFAmp=25.680dB, EVM=99.756%, Status=0
[seq_id=186] agent_inference: LNA=0, Filter=0, Mixer=-1.640dBm, IFAmp=25.677dB, EVM=99.759%, Status=0
[seq_id=187] agent_inference: LNA=0, Filter=0, Mixer=-1.644dBm, IFAmp=25.669dB, EVM=99.759%, Status=0
[seq_id=188] agent_inference: LNA=0, Filter=0, Mixer=-1.637dBm, IFAmp=25.674dB, EVM=99.755%, Status=0
[seq_id=189] agent_inference: LNA=0, Filter=0, Mixer=-1.638dBm, IFAmp=25.662dB, EVM=99.758%, Status=0
[seq_id=190] agent_inference: LNA=0, Filter=0, Mixer=-1.646dBm, IFAmp=25.638dB, EVM=99.758%, Status=0
[seq_id=191] agent_inference: LNA=0, Filter=0, Mixer=-1.643dBm, IFAmp=25.656dB, EVM=99.761%, Status=0
[seq_id=192] agent_inference: LNA=0, Filter=0, Mixer=-1.645dBm, IFAmp=25.669dB, EVM=99.755%, Status=0
[seq_id=193] agent_inference: LNA=0, Filter=0, Mixer=-1.649dBm, IFAmp=25.658dB, EVM=99.753%, Status=0
[seq_id=194] agent_inference: LNA=0, Filter=0, Mixer=-1.643dBm, IFAmp=25.670dB, EVM=99.753%, Status=0
[seq_id=195] agent_inference: LNA=0, Filter=0, Mixer=-1.641dBm, IFAmp=25.651dB, EVM=99.759%, Status=0
[seq_id=196] agent_inference: LNA=0, Filter=0, Mixer=-1.645dBm, IFAmp=25.660dB, EVM=99.755%, Status=0
[seq_id=197] agent_inference: LNA=0, Filter=0, Mixer=-1.640dBm, IFAmp=25.668dB, EVM=99.758%, Status=0
[seq_id=198] agent_inference: LNA=0, Filter=0, Mixer=-1.648dBm, IFAmp=25.660dB, EVM=99.754%, Status=0
[seq_id=199] agent_inference: LNA=0, Filter=0, Mixer=-1.629dBm, IFAmp=25.696dB, EVM=99.755%, Status=0
[seq_id=200] agent_inference: LNA=0, Filter=0, Mixer=-1.644dBm, IFAmp=25.669dB, EVM=99.758%, Status=0
[seq_id=201] agent_inference: LNA=0, Filter=0, Mixer=-1.650dBm, IFAmp=25.653dB, EVM=99.757%, Status=0
[seq_id=202] agent_inference: LNA=0, Filter=0, Mixer=-1.649dBm, IFAmp=25.651dB, EVM=99.759%, Status=0
[seq_id=203] agent_inference: LNA=0, Filter=0, Mixer=-1.625dBm, IFAmp=25.692dB, EVM=99.752%, Status=0
[seq_id=204] agent_inference: LNA=0, Filter=0, Mixer=-1.649dBm, IFAmp=25.654dB, EVM=99.758%, Status=0
[seq_id=205] agent_inference: LNA=0, Filter=0, Mixer=-1.645dBm, IFAmp=25.658dB, EVM=99.758%, Status=0
[seq_id=206] agent_inference: LNA=0, Filter=0, Mixer=-1.644dBm, IFAmp=25.659dB, EVM=99.757%, Status=0
[seq_id=207] agent_inference: LNA=0, Filter=0, Mixer=-1.636dBm, IFAmp=25.668dB, EVM=99.759%, Status=0
[seq_id=208] agent_inference: LNA=0, Filter=0, Mixer=-1.635dBm, IFAmp=25.685dB, EVM=99.751%, Status=0
[seq_id=209] agent_inference: LNA=0, Filter=0, Mixer=-1.638dBm, IFAmp=25.667dB, EVM=99.759%, Status=0
[seq_id=210] agent_inference: LNA=0, Filter=0, Mixer=-0.950dBm, IFAmp=26.424dB, EVM=99.714%, Status=0
[seq_id=211] agent_inference: LNA=0, Filter=0, Mixer=-1.016dBm, IFAmp=26.442dB, EVM=99.713%, Status=0
[seq_id=212] agent_inference: LNA=0, Filter=0, Mixer=-0.998dBm, IFAmp=26.414dB, EVM=99.717%, Status=0
[seq_id=213] agent_inference: LNA=0, Filter=0, Mixer=-0.994dBm, IFAmp=26.385dB, EVM=99.718%, Status=0
[seq_id=214] agent_inference: LNA=0, Filter=0, Mixer=-1.067dBm, IFAmp=26.394dB, EVM=99.719%, Status=0
[seq_id=215] agent_inference: LNA=0, Filter=0, Mixer=-1.045dBm, IFAmp=26.403dB, EVM=99.716%, Status=0
[seq_id=216] agent_inference: LNA=0, Filter=0, Mixer=-0.972dBm, IFAmp=26.432dB, EVM=99.715%, Status=0
[seq_id=217] agent_inference: LNA=0, Filter=0, Mixer=-0.963dBm, IFAmp=26.430dB, EVM=99.716%, Status=0
[seq_id=218] agent_inference: LNA=0, Filter=0, Mixer=-0.963dBm, IFAmp=26.429dB, EVM=99.716%, Status=0
[seq_id=219] agent_inference: LNA=0, Filter=0, Mixer=-0.997dBm, IFAmp=26.417dB, EVM=99.717%, Status=0
[seq_id=220] agent_inference: LNA=0, Filter=0, Mixer=-1.021dBm, IFAmp=26.405dB, EVM=99.716%, Status=0
[seq_id=221] agent_inference: LNA=0, Filter=0, Mixer=-0.962dBm, IFAmp=26.386dB, EVM=99.719%, Status=0
[seq_id=222] agent_inference: LNA=0, Filter=0, Mixer=-1.008dBm, IFAmp=26.418dB, EVM=99.716%, Status=0
[seq_id=223] agent_inference: LNA=0, Filter=0, Mixer=-1.019dBm, IFAmp=26.416dB, EVM=99.716%, Status=0
[seq_id=224] agent_inference: LNA=0, Filter=0, Mixer=-0.970dBm, IFAmp=26.412dB, EVM=99.719%, Status=0
[seq_id=225] agent_inference: LNA=0, Filter=0, Mixer=-0.969dBm, IFAmp=26.397dB, EVM=99.719%, Status=0
[seq_id=226] agent_inference: LNA=0, Filter=0, Mixer=-0.939dBm, IFAmp=26.444dB, EVM=99.713%, Status=0
[seq_id=227] agent_inference: LNA=0, Filter=0, Mixer=-0.999dBm, IFAmp=26.414dB, EVM=99.715%, Status=0
[seq_id=228] agent_inference: LNA=0, Filter=0, Mixer=-0.913dBm, IFAmp=26.474dB, EVM=99.714%, Status=0
[seq_id=229] agent_inference: LNA=0, Filter=0, Mixer=-1.000dBm, IFAmp=26.416dB, EVM=99.717%, Status=0
[seq_id=230] agent_inference: LNA=0, Filter=0, Mixer=-1.071dBm, IFAmp=26.378dB, EVM=99.718%, Status=0
[seq_id=231] agent_inference: LNA=0, Filter=0, Mixer=-0.967dBm, IFAmp=26.437dB, EVM=99.713%, Status=0
[seq_id=232] agent_inference: LNA=0, Filter=0, Mixer=-0.983dBm, IFAmp=26.437dB, EVM=99.715%, Status=0
[seq_id=233] agent_inference: LNA=0, Filter=0, Mixer=-0.993dBm, IFAmp=26.388dB, EVM=99.718%, Status=0
[seq_id=234] agent_inference: LNA=0, Filter=0, Mixer=-1.632dBm, IFAmp=25.683dB, EVM=99.756%, Status=0
[seq_id=235] agent_inference: LNA=0, Filter=0, Mixer=-1.650dBm, IFAmp=25.657dB, EVM=99.757%, Status=0
[seq_id=236] agent_inference: LNA=0, Filter=0, Mixer=-1.614dBm, IFAmp=25.702dB, EVM=99.755%, Status=0
[seq_id=237] agent_inference: LNA=0, Filter=0, Mixer=-1.640dBm, IFAmp=25.670dB, EVM=99.757%, Status=0
[seq_id=238] agent_inference: LNA=0, Filter=0, Mixer=-1.635dBm, IFAmp=25.677dB, EVM=99.755%, Status=0
[seq_id=239] agent_inference: LNA=0, Filter=0, Mixer=-1.633dBm, IFAmp=25.688dB, EVM=99.753%, Status=0
[seq_id=240] agent_inference: LNA=0, Filter=0, Mixer=-1.649dBm, IFAmp=25.644dB, EVM=99.755%, Status=0
[seq_id=241] agent_inference: LNA=0, Filter=0, Mixer=-1.643dBm, IFAmp=25.661dB, EVM=99.758%, Status=0
[seq_id=242] agent_inference: LNA=0, Filter=0, Mixer=-1.622dBm, IFAmp=25.689dB, EVM=99.756%, Status=0
[seq_id=243] agent_inference: LNA=0, Filter=0, Mixer=-1.628dBm, IFAmp=25.679dB, EVM=99.757%, Status=0
[seq_id=244] agent_inference: LNA=0, Filter=0, Mixer=-1.639dBm, IFAmp=25.668dB, EVM=99.761%, Status=0
[seq_id=245] agent_inference: LNA=0, Filter=0, Mixer=-1.638dBm, IFAmp=25.670dB, EVM=99.756%, Status=0
[seq_id=246] agent_inference: LNA=0, Filter=0, Mixer=-1.643dBm, IFAmp=25.657dB, EVM=99.758%, Status=0
[seq_id=247] agent_inference: LNA=0, Filter=0, Mixer=-1.648dBm, IFAmp=25.664dB, EVM=99.753%, Status=0
[seq_id=248] agent_inference: LNA=0, Filter=0, Mixer=-1.654dBm, IFAmp=25.647dB, EVM=99.757%, Status=0
[seq_id=249] agent_inference: LNA=0, Filter=0, Mixer=-1.647dBm, IFAmp=25.661dB, EVM=99.755%, Status=0
[seq_id=250] agent_inference: LNA=0, Filter=0, Mixer=-1.629dBm, IFAmp=25.676dB, EVM=99.762%, Status=0
[seq_id=251] agent_inference: LNA=0, Filter=0, Mixer=-1.637dBm, IFAmp=25.679dB, EVM=99.753%, Status=0
[seq_id=252] agent_inference: LNA=0, Filter=0, Mixer=-1.645dBm, IFAmp=25.665dB, EVM=99.756%, Status=0
[seq_id=253] agent_inference: LNA=0, Filter=0, Mixer=-1.644dBm, IFAmp=25.669dB, EVM=99.757%, Status=0
[seq_id=254] agent_inference: LNA=0, Filter=0, Mixer=-1.654dBm, IFAmp=25.645dB, EVM=99.759%, Status=0
[seq_id=255] agent_inference: LNA=0, Filter=0, Mixer=-1.632dBm, IFAmp=25.682dB, EVM=99.751%, Status=0
[seq_id=256] agent_inference: LNA=0, Filter=0, Mixer=-1.640dBm, IFAmp=25.670dB, EVM=99.753%, Status=0
[seq_id=257] agent_inference: LNA=0, Filter=0, Mixer=-1.650dBm, IFAmp=25.658dB, EVM=99.752%, Status=0
[seq_id=258] agent_inference: LNA=0, Filter=0, Mixer=-1.640dBm, IFAmp=25.672dB, EVM=99.756%, Status=0
[seq_id=259] agent_inference: LNA=0, Filter=0, Mixer=-1.631dBm, IFAmp=25.691dB, EVM=99.754%, Status=0
[seq_id=260] agent_inference: LNA=0, Filter=0, Mixer=-1.635dBm, IFAmp=25.685dB, EVM=99.752%, Status=0
[seq_id=261] agent_inference: LNA=0, Filter=0, Mixer=-1.650dBm, IFAmp=25.645dB, EVM=99.761%, Status=0
[seq_id=262] agent_inference: LNA=0, Filter=0, Mixer=-1.633dBm, IFAmp=25.681dB, EVM=99.755%, Status=0
[seq_id=263] agent_inference: LNA=0, Filter=0, Mixer=-1.630dBm, IFAmp=25.687dB, EVM=99.757%, Status=0
[seq_id=264] agent_inference: LNA=0, Filter=0, Mixer=-1.653dBm, IFAmp=25.644dB, EVM=99.760%, Status=0
[seq_id=265] agent_inference: LNA=0, Filter=0, Mixer=-1.646dBm, IFAmp=25.664dB, EVM=99.759%, Status=0
[seq_id=266] agent_inference: LNA=0, Filter=0, Mixer=-1.645dBm, IFAmp=25.664dB, EVM=99.757%, Status=0
[seq_id=267] agent_inference: LNA=0, Filter=0, Mixer=-1.632dBm, IFAmp=25.680dB, EVM=99.758%, Status=0
[seq_id=268] agent_inference: LNA=0, Filter=0, Mixer=-1.628dBm, IFAmp=25.694dB, EVM=99.753%, Status=0
[seq_id=269] agent_inference: LNA=0, Filter=0, Mixer=-1.649dBm, IFAmp=25.651dB, EVM=99.763%, Status=0
[seq_id=270] agent_inference: LNA=0, Filter=0, Mixer=-1.633dBm, IFAmp=25.684dB, EVM=99.751%, Status=0
[seq_id=271] agent_inference: LNA=0, Filter=0, Mixer=-1.636dBm, IFAmp=25.679dB, EVM=99.756%, Status=0
[seq_id=272] agent_inference: LNA=0, Filter=0, Mixer=-1.620dBm, IFAmp=25.707dB, EVM=99.754%, Status=0
[seq_id=273] agent_inference: LNA=0, Filter=0, Mixer=-1.639dBm, IFAmp=25.674dB, EVM=99.758%, Status=0
[seq_id=274] agent_inference: LNA=0, Filter=0, Mixer=-1.649dBm, IFAmp=25.662dB, EVM=99.758%, Status=0
[seq_id=275] agent_inference: LNA=0, Filter=0, Mixer=-1.643dBm, IFAmp=25.669dB, EVM=99.754%, Status=0
[seq_id=276] agent_inference: LNA=0, Filter=0, Mixer=-1.639dBm, IFAmp=25.681dB, EVM=99.754%, Status=0
[seq_id=277] agent_inference: LNA=0, Filter=0, Mixer=-1.656dBm, IFAmp=25.648dB, EVM=99.759%, Status=0
[seq_id=278] agent_inference: LNA=0, Filter=0, Mixer=-1.640dBm, IFAmp=25.659dB, EVM=99.765%, Status=0
[seq_id=279] agent_inference: LNA=0, Filter=0, Mixer=-1.640dBm, IFAmp=25.668dB, EVM=99.761%, Status=0
[seq_id=280] agent_inference: LNA=0, Filter=0, Mixer=-1.634dBm, IFAmp=25.676dB, EVM=99.762%, Status=0
[seq_id=281] agent_inference: LNA=0, Filter=0, Mixer=-1.641dBm, IFAmp=25.660dB, EVM=99.756%, Status=0
[seq_id=282] agent_inference: LNA=0, Filter=0, Mixer=-1.622dBm, IFAmp=25.687dB, EVM=99.759%, Status=0
[seq_id=283] agent_inference: LNA=0, Filter=0, Mixer=-1.646dBm, IFAmp=25.668dB, EVM=99.755%, Status=0
[seq_id=284] agent_inference: LNA=0, Filter=0, Mixer=-1.649dBm, IFAmp=25.654dB, EVM=99.760%, Status=0
[seq_id=285] agent_inference: LNA=0, Filter=0, Mixer=-1.630dBm, IFAmp=25.689dB, EVM=99.753%, Status=0
[seq_id=286] agent_inference: LNA=0, Filter=0, Mixer=-1.643dBm, IFAmp=25.670dB, EVM=99.756%, Status=0
[seq_id=287] agent_inference: LNA=0, Filter=0, Mixer=-1.640dBm, IFAmp=25.667dB, EVM=99.755%, Status=0
[seq_id=288] agent_inference: LNA=0, Filter=0, Mixer=-1.643dBm, IFAmp=25.664dB, EVM=99.757%, Status=0
[seq_id=289] agent_inference: LNA=0, Filter=0, Mixer=-1.628dBm, IFAmp=25.683dB, EVM=99.753%, Status=0
[seq_id=290] agent_inference: LNA=0, Filter=0, Mixer=-1.637dBm, IFAmp=25.673dB, EVM=99.758%, Status=0
[seq_id=291] agent_inference: LNA=0, Filter=0, Mixer=-1.633dBm, IFAmp=25.673dB, EVM=99.756%, Status=0
[seq_id=292] agent_inference: LNA=0, Filter=0, Mixer=-1.644dBm, IFAmp=25.664dB, EVM=99.757%, Status=0
[seq_id=293] agent_inference: LNA=0, Filter=0, Mixer=-1.633dBm, IFAmp=25.694dB, EVM=99.756%, Status=0
[seq_id=294] agent_inference: LNA=0, Filter=0, Mixer=-1.650dBm, IFAmp=25.637dB, EVM=99.759%, Status=0
[seq_id=295] agent_inference: LNA=0, Filter=0, Mixer=-1.605dBm, IFAmp=25.713dB, EVM=99.754%, Status=0
[seq_id=296] agent_inference: LNA=0, Filter=0, Mixer=-1.631dBm, IFAmp=25.676dB, EVM=99.760%, Status=0
[seq_id=297] agent_inference: LNA=0, Filter=0, Mixer=-1.634dBm, IFAmp=25.678dB, EVM=99.761%, Status=0
[seq_id=298] agent_inference: LNA=0, Filter=0, Mixer=-1.650dBm, IFAmp=25.651dB, EVM=99.759%, Status=0
[seq_id=299] agent_inference: LNA=0, Filter=0, Mixer=-1.639dBm, IFAmp=25.680dB, EVM=99.749%, Status=0
[seq_id=300] agent_inference: LNA=0, Filter=0, Mixer=-1.651dBm, IFAmp=25.639dB, EVM=99.761%, Status=0
[seq_id=301] agent_inference: LNA=0, Filter=0, Mixer=-1.644dBm, IFAmp=25.675dB, EVM=99.755%, Status=0
[seq_id=302] agent_inference: LNA=0, Filter=0, Mixer=-1.642dBm, IFAmp=25.671dB, EVM=99.757%, Status=0
[seq_id=303] agent_inference: LNA=0, Filter=0, Mixer=-1.615dBm, IFAmp=25.721dB, EVM=99.753%, Status=0
[seq_id=304] agent_inference: LNA=0, Filter=0, Mixer=-1.647dBm, IFAmp=25.673dB, EVM=99.754%, Status=0
[seq_id=305] agent_inference: LNA=0, Filter=0, Mixer=-1.626dBm, IFAmp=25.692dB, EVM=99.755%, Status=0
[seq_id=306] agent_inference: LNA=0, Filter=0, Mixer=-1.640dBm, IFAmp=25.675dB, EVM=99.759%, Status=0
[seq_id=307] agent_inference: LNA=0, Filter=0, Mixer=-1.634dBm, IFAmp=25.689dB, EVM=99.754%, Status=0
[seq_id=308] agent_inference: LNA=0, Filter=0, Mixer=-1.647dBm, IFAmp=25.668dB, EVM=99.758%, Status=0
[seq_id=309] agent_inference: LNA=0, Filter=0, Mixer=-1.633dBm, IFAmp=25.687dB, EVM=99.756%, Status=0
[seq_id=310] agent_inference: LNA=0, Filter=0, Mixer=-1.622dBm, IFAmp=25.707dB, EVM=99.748%, Status=0
[seq_id=311] agent_inference: LNA=0, Filter=0, Mixer=-1.631dBm, IFAmp=25.678dB, EVM=99.757%, Status=0
[seq_id=312] agent_inference: LNA=0, Filter=0, Mixer=-1.646dBm, IFAmp=25.657dB, EVM=99.759%, Status=0
[seq_id=313] agent_inference: LNA=0, Filter=0, Mixer=-1.638dBm, IFAmp=25.674dB, EVM=99.756%, Status=0
[seq_id=314] agent_inference: LNA=0, Filter=0, Mixer=-1.624dBm, IFAmp=25.696dB, EVM=99.755%, Status=0
[seq_id=315] agent_inference: LNA=0, Filter=0, Mixer=-1.636dBm, IFAmp=25.671dB, EVM=99.758%, Status=0
[seq_id=316] agent_inference: LNA=0, Filter=0, Mixer=-1.639dBm, IFAmp=25.674dB, EVM=99.758%, Status=0
[seq_id=317] agent_inference: LNA=0, Filter=0, Mixer=-1.636dBm, IFAmp=25.673dB, EVM=99.757%, Status=0
[seq_id=318] agent_inference: LNA=0, Filter=0, Mixer=-1.631dBm, IFAmp=25.690dB, EVM=99.756%, Status=0
[seq_id=319] agent_inference: LNA=0, Filter=0, Mixer=-1.636dBm, IFAmp=25.679dB, EVM=99.754%, Status=0
[seq_id=320] agent_inference: LNA=0, Filter=0, Mixer=-1.630dBm, IFAmp=25.692dB, EVM=99.755%, Status=0
[seq_id=321] agent_inference: LNA=0, Filter=0, Mixer=-1.624dBm, IFAmp=25.690dB, EVM=99.756%, Status=0
[seq_id=322] agent_inference: LNA=0, Filter=0, Mixer=-1.660dBm, IFAmp=25.634dB, EVM=99.759%, Status=0
[seq_id=323] agent_inference: LNA=0, Filter=0, Mixer=-1.650dBm, IFAmp=25.658dB, EVM=99.758%, Status=0
[seq_id=324] agent_inference: LNA=0, Filter=0, Mixer=-1.620dBm, IFAmp=25.690dB, EVM=99.762%, Status=0
[seq_id=325] agent_inference: LNA=0, Filter=0, Mixer=-1.650dBm, IFAmp=25.663dB, EVM=99.754%, Status=0
[seq_id=326] agent_inference: LNA=0, Filter=0, Mixer=-1.633dBm, IFAmp=25.676dB, EVM=99.753%, Status=0
[seq_id=327] agent_inference: LNA=0, Filter=0, Mixer=-1.648dBm, IFAmp=25.655dB, EVM=99.757%, Status=0
[seq_id=328] agent_inference: LNA=0, Filter=0, Mixer=-1.633dBm, IFAmp=25.681dB, EVM=99.757%, Status=0
[seq_id=329] agent_inference: LNA=0, Filter=0, Mixer=-1.632dBm, IFAmp=25.678dB, EVM=99.755%, Status=0
[seq_id=330] agent_inference: LNA=0, Filter=0, Mixer=-1.630dBm, IFAmp=25.680dB, EVM=99.758%, Status=0
[seq_id=331] agent_inference: LNA=0, Filter=0, Mixer=-1.628dBm, IFAmp=25.680dB, EVM=99.757%, Status=0
[seq_id=332] agent_inference: LNA=0, Filter=0, Mixer=-1.647dBm, IFAmp=25.672dB, EVM=99.755%, Status=0
[seq_id=333] agent_inference: LNA=0, Filter=0, Mixer=-1.647dBm, IFAmp=25.663dB, EVM=99.756%, Status=0
[seq_id=334] agent_inference: LNA=0, Filter=0, Mixer=-1.637dBm, IFAmp=25.684dB, EVM=99.755%, Status=0
[seq_id=335] agent_inference: LNA=0, Filter=0, Mixer=-1.642dBm, IFAmp=25.657dB, EVM=99.759%, Status=0
[seq_id=336] agent_inference: LNA=0, Filter=0, Mixer=-1.642dBm, IFAmp=25.669dB, EVM=99.759%, Status=0
[seq_id=337] agent_inference: LNA=0, Filter=0, Mixer=-1.641dBm, IFAmp=25.672dB, EVM=99.754%, Status=0
[seq_id=338] agent_inference: LNA=0, Filter=0, Mixer=-1.634dBm, IFAmp=25.671dB, EVM=99.759%, Status=0
[seq_id=339] agent_inference: LNA=0, Filter=0, Mixer=-1.634dBm, IFAmp=25.678dB, EVM=99.758%, Status=0
[seq_id=340] agent_inference: LNA=0, Filter=0, Mixer=-1.637dBm, IFAmp=25.673dB, EVM=99.760%, Status=0
[seq_id=341] agent_inference: LNA=0, Filter=0, Mixer=-1.644dBm, IFAmp=25.662dB, EVM=99.757%, Status=0
[seq_id=342] agent_inference: LNA=0, Filter=0, Mixer=-1.646dBm, IFAmp=25.670dB, EVM=99.763%, Status=0
[seq_id=343] agent_inference: LNA=0, Filter=0, Mixer=-1.651dBm, IFAmp=25.648dB, EVM=99.755%, Status=0
[seq_id=344] agent_inference: LNA=0, Filter=0, Mixer=-1.655dBm, IFAmp=25.653dB, EVM=99.761%, Status=0
[seq_id=345] agent_inference: LNA=0, Filter=0, Mixer=-1.631dBm, IFAmp=25.678dB, EVM=99.757%, Status=0
[seq_id=346] agent_inference: LNA=0, Filter=0, Mixer=-1.628dBm, IFAmp=25.688dB, EVM=99.759%, Status=0
[seq_id=347] agent_inference: LNA=0, Filter=0, Mixer=-1.626dBm, IFAmp=25.688dB, EVM=99.757%, Status=0
[seq_id=348] agent_inference: LNA=0, Filter=0, Mixer=-1.647dBm, IFAmp=25.659dB, EVM=99.756%, Status=0
[seq_id=349] agent_inference: LNA=0, Filter=0, Mixer=-1.633dBm, IFAmp=25.685dB, EVM=99.752%, Status=0
[seq_id=350] agent_inference: LNA=0, Filter=0, Mixer=-1.658dBm, IFAmp=25.638dB, EVM=99.759%, Status=0
[seq_id=351] agent_inference: LNA=0, Filter=0, Mixer=-1.645dBm, IFAmp=25.651dB, EVM=99.761%, Status=0
[seq_id=352] agent_inference: LNA=0, Filter=0, Mixer=-1.637dBm, IFAmp=25.680dB, EVM=99.756%, Status=0
[seq_id=353] agent_inference: LNA=0, Filter=0, Mixer=-1.644dBm, IFAmp=25.666dB, EVM=99.762%, Status=0
[seq_id=354] agent_inference: LNA=0, Filter=0, Mixer=-1.637dBm, IFAmp=25.674dB, EVM=99.758%, Status=0
[seq_id=355] agent_inference: LNA=0, Filter=0, Mixer=-1.641dBm, IFAmp=25.665dB, EVM=99.757%, Status=0
[seq_id=356] agent_inference: LNA=0, Filter=0, Mixer=-1.656dBm, IFAmp=25.643dB, EVM=99.754%, Status=0
[seq_id=357] agent_inference: LNA=0, Filter=0, Mixer=-1.627dBm, IFAmp=25.697dB, EVM=99.757%, Status=0
[seq_id=358] agent_inference: LNA=0, Filter=0, Mixer=-1.632dBm, IFAmp=25.687dB, EVM=99.753%, Status=0
[seq_id=359] agent_inference: LNA=0, Filter=0, Mixer=-1.641dBm, IFAmp=25.667dB, EVM=99.759%, Status=0
[seq_id=360] agent_inference: LNA=0, Filter=0, Mixer=-1.636dBm, IFAmp=25.667dB, EVM=99.756%, Status=0
[seq_id=361] agent_inference: LNA=0, Filter=0, Mixer=-1.646dBm, IFAmp=25.669dB, EVM=99.757%, Status=0
[seq_id=362] agent_inference: LNA=0, Filter=0, Mixer=-1.635dBm, IFAmp=25.686dB, EVM=99.757%, Status=0
[seq_id=363] agent_inference: LNA=0, Filter=0, Mixer=-1.627dBm, IFAmp=25.689dB, EVM=99.754%, Status=0
[seq_id=364] agent_inference: LNA=0, Filter=0, Mixer=-1.634dBm, IFAmp=25.670dB, EVM=99.756%, Status=0
[seq_id=365] agent_inference: LNA=0, Filter=0, Mixer=-1.636dBm, IFAmp=25.693dB, EVM=99.755%, Status=0
[seq_id=366] agent_inference: LNA=0, Filter=0, Mixer=-1.641dBm, IFAmp=25.665dB, EVM=99.754%, Status=0
[seq_id=367] agent_inference: LNA=0, Filter=0, Mixer=-1.642dBm, IFAmp=25.672dB, EVM=99.754%, Status=0
[seq_id=368] agent_inference: LNA=0, Filter=0, Mixer=-1.643dBm, IFAmp=25.665dB, EVM=99.756%, Status=0
[seq_id=369] agent_inference: LNA=0, Filter=0, Mixer=-1.613dBm, IFAmp=25.710dB, EVM=99.752%, Status=0
[seq_id=370] agent_inference: LNA=0, Filter=0, Mixer=-1.632dBm, IFAmp=25.685dB, EVM=99.757%, Status=0
[seq_id=371] agent_inference: LNA=0, Filter=0, Mixer=-1.643dBm, IFAmp=25.675dB, EVM=99.756%, Status=0
[seq_id=372] agent_inference: LNA=0, Filter=0, Mixer=-1.637dBm, IFAmp=25.672dB, EVM=99.758%, Status=0
[seq_id=373] agent_inference: LNA=0, Filter=0, Mixer=-1.633dBm, IFAmp=25.681dB, EVM=99.753%, Status=0
[seq_id=374] agent_inference: LNA=0, Filter=0, Mixer=-1.639dBm, IFAmp=25.670dB, EVM=99.757%, Status=0
[seq_id=375] agent_inference: LNA=0, Filter=0, Mixer=-1.648dBm, IFAmp=25.660dB, EVM=99.761%, Status=0
[seq_id=376] agent_inference: LNA=0, Filter=0, Mixer=-1.637dBm, IFAmp=25.672dB, EVM=99.757%, Status=0
[seq_id=377] agent_inference: LNA=0, Filter=0, Mixer=-1.626dBm, IFAmp=25.687dB, EVM=99.761%, Status=0
[seq_id=378] agent_inference: LNA=0, Filter=0, Mixer=-1.659dBm, IFAmp=25.634dB, EVM=99.760%, Status=0
[seq_id=379] agent_inference: LNA=0, Filter=0, Mixer=-1.623dBm, IFAmp=25.698dB, EVM=99.757%, Status=0
